127.0.0.1 - - [24/Feb/2020:14:45:01 -0500] GET /throttle/data/v1/keyTemplates HTTP/1.1 200 12 - - 2.741
127.0.0.1 - - [24/Feb/2020:14:45:01 -0500] GET /throttle/data/v1/revokedjwt HTTP/1.1 200 12 - - 2.743
127.0.0.1 - - [24/Feb/2020:14:45:01 -0500] GET /throttle/data/v1/block HTTP/1.1 200 68 - - 2.746
0:0:0:0:0:0:0:1 - - [24/Feb/2020:14:45:14 -0500] GET /carbon HTTP/1.1 302 - - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.060
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:35 -0500] GET /api/am/store/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/thumbnail HTTP/1.1 204 - https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.008
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:44 -0500] GET /api/am/publisher/v1.0/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/lifecycle-state HTTP/1.1 200 346 https://localhost:9443/publisher/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.032
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:44 -0500] GET /api/am/publisher/v1.0/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/swagger HTTP/1.1 200 2796 https://localhost:9443/publisher/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.042
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:44 -0500] GET /publisher/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/publisher/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:48 -0500] GET /publisher/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.013
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:48 -0500] GET /publisher/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:48 -0500] GET /api/am/publisher/v1.0/apis?limit=10&offset=0 HTTP/1.1 200 1158 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.079
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:48 -0500] GET /api/am/publisher/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.014
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:48 -0500] GET /api/am/publisher/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.019
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:48 -0500] GET /api/am/publisher/v1.0/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.013
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:48 -0500] GET /api/am/publisher/v1.0/apis/bacd087f-16bd-439b-ab64-d3077a078910/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.012
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:51 -0500] GET /publisher HTTP/1.1 302 - - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.000
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:52 -0500] GET /publisher HTTP/1.1 302 - - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.000
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:52 -0500] GET /publisher/ HTTP/1.1 200 1863 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.009
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:52 -0500] GET /publisher/site/public/fonts/iconfont/material-icons.css HTTP/1.1 200 970 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:52 -0500] GET /publisher/site/public/locales/es.json HTTP/1.1 404 - https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:52 -0500] GET /api/am/publisher/v1.0/swagger.yaml HTTP/1.1 200 394752 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.033
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:53 -0500] GET /publisher/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:53 -0500] GET /api/am/publisher/v1.0/settings HTTP/1.1 200 1011 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.155
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:54 -0500] GET /publisher/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:54 -0500] GET /api/am/publisher/v1.0/apis?limit=10&offset=0 HTTP/1.1 200 1158 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.071
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:54 -0500] GET /api/am/publisher/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.015
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:54 -0500] GET /api/am/publisher/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.014
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:54 -0500] GET /api/am/publisher/v1.0/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.026
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:54 -0500] GET /api/am/publisher/v1.0/apis/bacd087f-16bd-439b-ab64-d3077a078910/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.027
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:58 -0500] GET /publisher/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/publisher/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:58 -0500] GET /api/am/publisher/v1.0/apis/0f109b11-72fd-41be-98e6-945cc4e470ed HTTP/1.1 200 2452 https://localhost:9443/publisher/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.026
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:58 -0500] GET /api/am/publisher/v1.0/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.010
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:58 -0500] GET /api/am/publisher/v1.0/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/swagger HTTP/1.1 200 2796 https://localhost:9443/publisher/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.021
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:18:58 -0500] GET /api/am/publisher/v1.0/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/lifecycle-state HTTP/1.1 200 346 https://localhost:9443/publisher/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.021
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:14 -0500] GET /publisher/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.005
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:14 -0500] GET /api/am/publisher/v1.0/apis?limit=10&offset=0 HTTP/1.1 200 1158 https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.080
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:14 -0500] GET /api/am/publisher/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.011
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:14 -0500] GET /api/am/publisher/v1.0/apis/0f109b11-72fd-41be-98e6-945cc4e470ed/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.017
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:14 -0500] GET /api/am/publisher/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.019
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:14 -0500] GET /api/am/publisher/v1.0/apis/bacd087f-16bd-439b-ab64-d3077a078910/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.012
127.0.0.1 - - [24/Feb/2020:22:19:19 -0500] POST /services/AuthenticationAdmin HTTP/1.1 200 299 - Axis2 0.027
127.0.0.1 - - [24/Feb/2020:22:19:19 -0500] POST /services/APIGatewayAdmin HTTP/1.1 200 349 - Axis2 0.023
127.0.0.1 - - [24/Feb/2020:22:19:20 -0500] POST /services/AuthenticationAdmin HTTP/1.1 200 299 - Axis2 0.032
127.0.0.1 - - [24/Feb/2020:22:19:20 -0500] POST /services/APILocalEntryAdmin HTTP/1.1 200 316 - Axis2 0.025
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:20 -0500] DELETE /api/am/publisher/v1.0/apis/0f109b11-72fd-41be-98e6-945cc4e470ed HTTP/1.1 200 - https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.755
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:20 -0500] GET /api/am/publisher/v1.0/apis?limit=10&offset=0 HTTP/1.1 200 892 https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.061
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:22 -0500] GET /publisher/apis/ HTTP/1.1 200 1863 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.012
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:23 -0500] GET /publisher/site/public/fonts/iconfont/material-icons.css HTTP/1.1 200 970 https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.007
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:23 -0500] GET /publisher/site/public/css/draftjs.css HTTP/1.1 200 2643 https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.010
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:23 -0500] GET /publisher/site/public/css/main.css HTTP/1.1 200 1119 https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.012
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:23 -0500] GET /publisher/site/public/locales/es.json HTTP/1.1 404 - https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.005
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:23 -0500] GET /api/am/publisher/v1.0/swagger.yaml HTTP/1.1 200 394752 https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.035
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:24 -0500] GET /publisher/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:24 -0500] GET /publisher/site/public/images/favicon.ico HTTP/1.1 200 162098 https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.015
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:24 -0500] GET /api/am/publisher/v1.0/settings HTTP/1.1 200 1011 https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.451
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:25 -0500] GET /api/am/publisher/v1.0/apis?limit=10&offset=0 HTTP/1.1 200 892 https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.053
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:25 -0500] GET /api/am/publisher/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.010
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:25 -0500] GET /api/am/publisher/v1.0/apis/bacd087f-16bd-439b-ab64-d3077a078910/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.010
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:25 -0500] GET /api/am/publisher/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.011
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:27 -0500] GET /api/am/publisher/v1.0/throttling-policies/subscription?limit=25&offset=0 HTTP/1.1 200 1120 https://localhost:9443/publisher/apis/create/rest Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.016
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:27 -0500] GET /publisher/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/publisher/apis/create/rest Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.006
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:43 -0500] GET /api/am/publisher/v1.0/search?limit=1&offset=0&query=name%3Amapadigital_port_84 HTTP/1.1 200 102 https://localhost:9443/publisher/apis/create/rest Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.038
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:50 -0500] GET /api/am/publisher/v1.0/search?limit=1&offset=0&query=context%3Aapi%2Fmapa-digital HTTP/1.1 200 102 https://localhost:9443/publisher/apis/create/rest Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.229
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:19:52 -0500] GET /api/am/publisher/v1.0/search?limit=1&offset=0&query=context%3Aapi%2Fmapa-digital%20version%3Av1.0 HTTP/1.1 200 102 https://localhost:9443/publisher/apis/create/rest Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.054
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:20:07 -0500] GET /api/am/publisher/v1.0/search?limit=1&offset=0&query=context%3Aapi%2Fmapa_digital HTTP/1.1 200 102 https://localhost:9443/publisher/apis/create/rest Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.039
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:20:11 -0500] GET /api/am/publisher/v1.0/search?limit=1&offset=0&query=context%3Aapi%2Fmapa_digital%20version%3Av1.00 HTTP/1.1 200 102 https://localhost:9443/publisher/apis/create/rest Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.054
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:20:13 -0500] GET /publisher/services/logout HTTP/1.1 302 - https://localhost:9443/publisher/apis/create/rest Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.060
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:20:13 -0500] GET /oidc/logout?id_token_hint=eyJ4NXQiOiJaalJtWVRNd05USmpPV1U1TW1Jek1qZ3pOREkzWTJJeU1tSXlZMkV6TWpkaFpqVmlNamMwWmciLCJraWQiOiJaalJtWVRNd05USmpPV1U1TW1Jek1qZ3pOREkzWTJJeU1tSXlZMkV6TWpkaFpqVmlNamMwWmdfUlMyNTYiLCJhbGciOiJSUzI1NiJ9.eyJhdF9oYXNoIjoiQWFKbUlnZGdGWnBBMGl5R21FbVNwUSIsImF1ZCI6IjlzNEk1Y0l4OWJ2OVZ4SG9nUWJHM2lqOFBlMGEiLCJjX2hhc2giOiJldlFtckpXMjhtd2xIVF9WTDJGeUNnIiwic3ViIjoiYWRtaW4iLCJuYmYiOjE1ODI2MDAzMzAsImF6cCI6IjlzNEk1Y0l4OWJ2OVZ4SG9nUWJHM2lqOFBlMGEiLCJhbXIiOlsiQmFzaWNBdXRoZW50aWNhdG9yIl0sImlzcyI6Imh0dHBzOlwvXC9sb2NhbGhvc3Q6OTQ0M1wvb2F1dGgyXC90b2tlbiIsImV4cCI6MTU4MjYwMzkzMCwiaWF0IjoxNTgyNjAwMzMwfQ.AJ79h1fXh7Kpb1DfqYejC1rcjYy9qW3BD27bY0NMLgEJsP93DHIjTULeKXULmC-_Soh2ptdx7ke8rfr3FUWgRSI11bScuMDn7V0aSh8xBbNNcklpJxt5benD33C4TW_ZmeLsjMO_xF6ouJtPlfd1pIjroXwtQo1SA5rAiSCFs91x7XYS6e5kYqI1HwYU1dXnGIqfM3LUmmW8Fz5itAvvo6aLtV1YW3elTiJzt7XjujaggfOE_SQwSiUi1evfm70xMp8B6jah-D0eNorPG1IhJwrP0POBTeREx-3oBHr7pMCi4TbYejxnC_eueuj-tNSxzmCEOP_E5SbZJIQ6yimf3w&post_logout_redirect_uri=https://localhost:9443/publisher/services/auth/callback/logout HTTP/1.1 302 - https://localhost:9443/publisher/apis/create/rest Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.055
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:20:13 -0500] GET /authenticationendpoint/oauth2_logout_consent.do?sp=admin_admin_publisher&tenantDomain=carbon.super HTTP/1.1 200 1482 https://localhost:9443/publisher/apis/create/rest Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.357
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:20:13 -0500] GET /authenticationendpoint/css/Roboto.css HTTP/1.1 200 301 https://localhost:9443/authenticationendpoint/oauth2_logout_consent.do?sp=admin_admin_publisher&tenantDomain=carbon.super Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.018
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:20:13 -0500] GET /authenticationendpoint/css/custom-common.css HTTP/1.1 200 1599 https://localhost:9443/authenticationendpoint/oauth2_logout_consent.do?sp=admin_admin_publisher&tenantDomain=carbon.super Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.075
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:20:13 -0500] GET /authenticationendpoint/images/logo-inverse.svg HTTP/1.1 200 4663 https://localhost:9443/authenticationendpoint/oauth2_logout_consent.do?sp=admin_admin_publisher&tenantDomain=carbon.super Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.078
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:20:14 -0500] GET /authenticationendpoint/libs/bootstrap_3.4.1/css/bootstrap.min.css HTTP/1.1 200 20019 https://localhost:9443/authenticationendpoint/oauth2_logout_consent.do?sp=admin_admin_publisher&tenantDomain=carbon.super Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.212
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:20:14 -0500] GET /authenticationendpoint/libs/bootstrap_3.4.1/js/bootstrap.min.js HTTP/1.1 200 11103 https://localhost:9443/authenticationendpoint/oauth2_logout_consent.do?sp=admin_admin_publisher&tenantDomain=carbon.super Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.249
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:20:14 -0500] GET /authenticationendpoint/libs/jquery_3.4.1/jquery-3.4.1.js HTTP/1.1 200 85503 https://localhost:9443/authenticationendpoint/oauth2_logout_consent.do?sp=admin_admin_publisher&tenantDomain=carbon.super Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.405
